X,Y
-27.017662048339844,66.21400451660156
-28.86618423461914,66.14916229248047
-30.66202735900879,65.89645385742188
-32.42102813720703,65.45503234863281
-34.12340545654297,64.82988739013672
-35.75004196166992,64.02803039550781
-37.282649993896484,63.0584716796875
-38.63057327270508,61.96412658691406
-39.74671936035156,60.686317443847656
-40.627471923828125,59.23619842529297
-41.24679946899414,57.65663528442383
-41.58638381958008,55.99433135986328
-41.653968811035156,54.193668365478516
-41.65959930419922,52.19367599487305
-48.57393264770508,82.6451187133789
-52.07392120361328,82.65496826171875
-48.579559326171875,80.64512634277344
-52.07954788208008,80.65497589111328
-48.58518981933594,78.64513397216797
-52.08517837524414,78.65498352050781
-48.590816497802734,76.6451416015625
-52.09080505371094,76.65499114990234
-48.59644317626953,74.64514923095703
-52.096431732177734,74.65499877929688
-48.602073669433594,72.64515686035156
-52.1020622253418,72.6550064086914
-48.60770034790039,70.6451644897461
-52.107688903808594,70.65501403808594
-48.61333084106445,68.64517211914062
-52.113319396972656,68.65502166748047
-48.61895751953125,66.64517974853516
-52.11894607543945,66.655029296875
-48.62458419799805,64.64518737792969
-52.12457275390625,64.65503692626953
-48.63021469116211,62.64520263671875
-52.13020324707031,62.655052185058594
-48.635841369628906,60.64521026611328
-52.13582992553711,60.655059814453125
-48.6414680480957,58.64521789550781
-52.141456604003906,58.655067443847656
-48.647098541259766,56.645225524902344
-52.14708709716797,56.65507507324219
-48.65272521972656,54.645233154296875
-52.152713775634766,54.65508270263672
-48.658355712890625,52.645240783691406
-52.15834426879883,52.65509033203125
26.435718536376953,16.757444381713867
26.44544219970703,13.257457733154297
28.43570899963379,16.76300048828125
28.445432662963867,13.26301383972168
30.435701370239258,16.768558502197266
30.445425033569336,13.268571853637695
32.43569564819336,16.77411460876465
32.44541931152344,13.274127960205078
34.435691833496094,16.779672622680664
34.44541549682617,13.279685974121094
36.43568420410156,16.785228729248047
36.44540786743164,13.285242080688477
38.435672760009766,16.790786743164062
38.445396423339844,13.290800094604492
40.435665130615234,16.796342849731445
40.44538879394531,13.296356201171875
42.4356575012207,16.80190086364746
42.44538116455078,13.30191421508789
44.43564987182617,16.807456970214844
44.44537353515625,13.307470321655273
46.43564224243164,16.81301498413086
46.44536590576172,13.313028335571289
48.43563461303711,16.818571090698242
48.44535827636719,13.318584442138672
50.43562698364258,16.82413101196289
50.445350646972656,13.32414436340332
52.43561935424805,16.829687118530273
52.445343017578125,13.329700469970703
54.435611724853516,16.83524513244629
54.445335388183594,13.335258483886719
56.43560028076172,16.84079933166504
56.4453239440918,13.340812683105469
26.40376853942871,28.25739860534668
26.41349220275879,24.75741195678711
28.403759002685547,28.262954711914062
28.413482666015625,24.762968063354492
30.403751373291016,28.268512725830078
30.413475036621094,24.768526077270508
32.403743743896484,28.27406883239746
32.41346740722656,24.77408218383789
34.40373992919922,28.279626846313477
34.4134635925293,24.779640197753906
36.40373229980469,28.28518295288086
36.413455963134766,24.78519630432129
38.40372085571289,28.290740966796875
38.41344451904297,24.790754318237305
40.40371322631836,28.296297073364258
40.41343688964844,24.796310424804688
42.40370559692383,28.301855087280273
42.413429260253906,24.801868438720703
44.4036979675293,28.307411193847656
44.413421630859375,24.807424545288086
46.403690338134766,28.312969207763672
46.413414001464844,24.8129825592041
48.403682708740234,28.318525314331055
48.41340637207031,24.818538665771484
50.4036750793457,28.324085235595703
50.41339874267578,24.824098587036133
52.40366744995117,28.329641342163086
52.41339111328125,24.829654693603516
54.40365982055664,28.3351993560791
54.41338348388672,24.83521270751953
56.403648376464844,28.34075355529785
56.41337203979492,24.84076690673828
43.88934326171875,41.89961624145508
43.86312484741211,39.89978790283203
43.863258361816406,38.02463150024414
44.10757064819336,36.347923278808594
44.637516021728516,34.7385139465332
45.43720245361328,33.24468231201172
46.482635498046875,31.91122817993164
47.7593879699707,30.743762969970703
49.197444915771484,29.782909393310547
50.765567779541016,29.053367614746094
52.426841735839844,28.572307586669922
54.142154693603516,28.351058959960938
56.04743576049805,28.339763641357422
-106.7159194946289,-2.2476232051849365
-106.73834228515625,-0.2477264553308487
-106.76075744628906,1.7521477937698364
-106.65607452392578,3.465054750442505
-106.25785064697266,5.106363773345947
-105.57762908935547,6.652252674102783
-104.63652801513672,8.054685592651367
-103.46380615234375,9.270086288452148
-102.05567169189453,10.304855346679688
-100.48445892333984,11.197660446166992
-98.82495880126953,11.913121223449707
-97.09711456298828,12.442638397216797
-95.32169342041016,12.779848098754883
-93.52003479003906,12.920698165893555
-91.5557861328125,12.929587364196777
-89.55579376220703,12.935144424438477
-88.67606353759766,24.437633514404297
-90.67620086669922,24.43207550048828
-92.67619323730469,24.4265193939209
-94.67618560791016,24.420961380004883
-96.92293548583984,24.256216049194336
-99.12898254394531,23.7534236907959
-101.23404693603516,22.923866271972656
-103.19002532958984,21.786497116088867
-104.95222473144531,20.3673038482666
-106.47366333007812,18.71123504638672
-107.74635314941406,16.8935546875
-108.7806396484375,14.930402755737305
-109.56012725830078,12.85287857055664
-110.07247161865234,10.693896293640137
-110.3095474243164,8.487656593322754
-110.31298065185547,6.391233921051025
-110.29056549072266,4.391359806060791
-110.26815032958984,2.3914854526519775
-110.2457275390625,0.391611248254776
-110.22331237792969,-1.6080056428909302
-107.23321533203125,43.899478912353516
-107.21080017089844,41.89960479736328
-107.1883773803711,39.89973068237305
-107.16596221923828,37.89985656738281
-107.14354705810547,35.89998245239258
-107.12112426757812,33.900108337402344
-107.09870910644531,31.900232315063477
-107.0762939453125,29.900358200073242
-107.05387115478516,27.900484085083008
-107.03145599365234,25.900609970092773
-107.00904083251953,23.90073585510254
-106.98661804199219,21.900861740112305
-106.96420288085938,19.900985717773438
-106.94178771972656,17.901111602783203
-106.91936492919922,15.901237487792969
-106.8969497680664,13.901363372802734
-106.87452697753906,11.9014892578125
-106.85211181640625,9.901615142822266
-106.82969665527344,7.9017415046691895
-106.8072738647461,5.901867389678955
-106.78485870361328,3.9019930362701416
-106.76244354248047,1.9021190404891968
-106.74002075195312,-0.09775511920452118
-106.71760559082031,-2.0976293087005615
85.98224639892578,66.35848999023438
87.98269653320312,66.36105346679688
89.87236785888672,66.34451293945312
91.54315185546875,66.09268951416016
93.14398193359375,65.55207061767578
94.62535095214844,64.73937225341797
95.94143676757812,63.67972946166992
97.05847930908203,62.40235137939453
97.94198608398438,60.952213287353516
98.56529998779297,59.372676849365234
98.91018676757812,57.70998764038086
98.98468017578125,55.90883255004883
98.99832153320312,53.90888214111328
83.04327392578125,24.91476058959961
85.04326629638672,24.920316696166992
87.04325866699219,24.925874710083008
89.04325103759766,24.93143081665039
91.04324340820312,24.936988830566406
93.26031494140625,24.802600860595703
95.44329071044922,24.386388778686523
97.55535888671875,23.695146560668945
99.56200408935547,22.74016761779785
101.43045806884766,21.537046432495117
103.13019561767578,20.10544204711914
104.63346099853516,18.468734741210938
105.91030883789062,16.723594665527344
107.0205307006836,14.871212005615234
107.95658111572266,12.925009727478027
108.71060943603516,10.901317596435547
109.27629852294922,8.817115783691406
109.64889526367188,6.689895153045654
109.82527160644531,4.537504196166992
109.8492660522461,2.486750364303589
109.86289978027344,0.4867967665195465
109.87653350830078,-1.5129233598709106
109.89017486572266,-3.512876510620117
106.07840728759766,42.18954086303711
106.09205627441406,40.18917465209961
106.1056900024414,38.1892204284668
106.11933135986328,36.189266204833984
106.13297271728516,34.18931198120117
106.14661407470703,32.18935775756836
106.16024780273438,30.18940544128418
106.13570404052734,28.065265655517578
105.82524871826172,25.831296920776367
105.1906509399414,23.666975021362305
104.24563598632812,21.61906623840332
103.0105972290039,19.731821060180664
101.51223754882812,18.046016693115234
99.80238342285156,16.60074234008789
97.91151428222656,15.403153419494629
95.87468719482422,14.475281715393066
93.73014831542969,13.834546089172363
91.51814270019531,13.492974281311035
89.37653350830078,13.432313919067383
87.37654113769531,13.426756858825684
85.37654876708984,13.421199798583984
83.37641906738281,13.415641784667969
83.0335464477539,28.41474723815918
85.0335464477539,28.420303344726562
87.03353118896484,28.425859451293945
88.89058685302734,28.472421646118164
90.62525177001953,28.740413665771484
92.30603790283203,29.246244430541992
93.9004898071289,29.980152130126953
95.37783813476562,30.927968978881836
96.65447235107422,32.0466194152832
97.68544006347656,33.3599853515625
98.4537353515625,34.842403411865234
98.93246459960938,36.441986083984375
99.1048812866211,38.10274124145508
99.0926742553711,40.073665618896484
99.07903289794922,42.07429885864258
109.57832336425781,42.213409423828125
106.07840728759766,42.18954086303711
109.59196472167969,40.21345520019531
106.09204864501953,40.1895866394043
109.60560607910156,38.2135009765625
106.1056900024414,38.189632415771484
109.6192398071289,36.21355056762695
106.11932373046875,36.18968200683594
109.63288116455078,34.21359634399414
106.13296508789062,34.189727783203125
109.64652252197266,32.21364212036133
106.1466064453125,32.18977355957031
109.66016387939453,30.213685989379883
106.16024780273438,30.189817428588867
109.67379760742188,28.21373176574707
106.17388153076172,28.189863204956055
109.68743896484375,26.21377944946289
106.1875228881836,26.189910888671875
109.70108032226562,24.213825225830078
106.20116424560547,24.189956665039062
109.7147216796875,22.2138729095459
106.21480560302734,22.190004348754883
109.72835540771484,20.213918685913086
106.22843933105469,20.19005012512207
109.74199676513672,18.213966369628906
106.24208068847656,18.19009780883789
109.7556381225586,16.214012145996094
106.25572204589844,16.190143585205078
109.76927947998047,14.214058876037598
106.26936340332031,14.190189361572266
109.78292083740234,12.214106559753418
106.28300476074219,12.190237045288086
109.79655456542969,10.214152336120605
106.29663848876953,10.190282821655273
109.81019592285156,8.214198112487793
106.3102798461914,8.190328598022461
109.82383728027344,6.2142438888549805
106.32392120361328,6.190374851226807
109.83747863769531,4.214293479919434
106.33756256103516,4.19042444229126
109.85111236572266,2.214339256286621
106.3511962890625,2.190469980239868
109.86475372314453,0.21438491344451904
106.36483764648438,0.19051580131053925
109.8783950805664,-1.7855693101882935
106.37847900390625,-1.8094384670257568
109.89203643798828,-3.7855234146118164
106.39212036132812,-3.8093926906585693
102.57848358154297,42.16566848754883
99.07856750488281,42.14179992675781
102.59212493896484,40.165714263916016
99.09220886230469,40.141845703125
102.60576629638672,38.1657600402832
99.10585021972656,38.14189147949219
102.61940002441406,36.165809631347656
99.1194839477539,36.14194107055664
102.63304138183594,34.165855407714844
99.13312530517578,34.14198684692383
102.64668273925781,32.16590118408203
99.14676666259766,32.142032623291016
102.66032409667969,30.16594886779785
99.16040802001953,30.142080307006836
102.67395782470703,28.16599464416504
99.17404174804688,28.142126083374023
102.6875991821289,26.16604232788086
99.18768310546875,26.142173767089844
102.70124053955078,24.166088104248047
99.20132446289062,24.14221954345703
102.71488189697266,22.166135787963867
99.2149658203125,22.14226722717285
102.728515625,20.166181564331055
99.22859954833984,20.14231300354004
102.74215698242188,18.166229248046875
99.24224090576172,18.14236068725586
102.75579833984375,16.166275024414062
99.2558822631836,16.142406463623047
102.76943969726562,14.16632080078125
99.26952362060547,14.142451286315918
102.7830810546875,12.16636848449707
99.28316497802734,12.142498970031738
102.79671478271484,10.166414260864258
99.29679870605469,10.142544746398926
102.81035614013672,8.166460037231445
99.31044006347656,8.142590522766113
102.8239974975586,6.166505336761475
99.32408142089844,6.142636299133301
102.83763885498047,4.166554927825928
99.33772277832031,4.142685890197754
102.85127258300781,2.1666009426116943
99.35135650634766,2.1427316665649414
102.86491394042969,0.16664667427539825
99.36499786376953,0.14277756214141846
102.87855529785156,-1.8333075046539307
99.3786392211914,-1.857176661491394
102.89219665527344,-3.833261728286743
99.39228057861328,-3.857131004333496
-28.517200469970703,130.03573608398438
-30.30147361755371,129.92938232421875
-32.03142166137695,129.5891876220703
-33.700050354003906,129.0198516845703
-35.27717971801758,128.23175048828125
-36.734256744384766,127.23908996582031
-38.04182052612305,126.0622329711914
-39.16381072998047,124.72201538085938
-40.0830192565918,123.23536682128906
-40.78063201904297,121.63275146484375
-41.24235153198242,119.94696807861328
-41.458736419677734,118.2125473022461
-41.47919845581055,116.2996597290039
-70.48973083496094,128.9029083251953
-68.70108795166016,129.21397399902344
-66.88970184326172,129.33590698242188
-65.07550048828125,129.26742553710938
-63.27846145629883,129.00926208496094
-61.51835632324219,128.5642547607422
-59.81455993652344,127.93727111816406
-58.185829162597656,127.13525390625
-56.70155334472656,126.18061065673828
-55.390159606933594,125.03644561767578
-54.2611083984375,123.71202850341797
-53.33891677856445,122.236083984375
-52.643585205078125,120.64066314697266
-52.19021987915039,118.96038818359375
-51.9886589050293,117.23174285888672
-51.98202133178711,115.31092834472656
-71.26968383789062,132.3148956298828
-69.39166259765625,132.69732666015625
-67.4975814819336,132.99000549316406
-65.59546661376953,133.19189453125
-63.81114959716797,133.224853515625
-62.03615951538086,133.03965759277344
-60.29707336425781,132.63906860351562
-58.619930267333984,132.02906799316406
-57.02983856201172,131.21884155273438
-55.55060958862305,130.220458984375
-54.10551452636719,128.99887084960938
-52.78818893432617,127.7421875
-51.633087158203125,126.35982513427734
-50.64110565185547,124.85610961914062
-49.82487869262695,123.25019836425781
-49.19478988647461,121.56254577636719
-48.758880615234375,119.81464385986328
-48.5226936340332,118.02875518798828
-48.47959899902344,116.16610717773438
-52.142601013183594,-43.38029861450195
-48.6427001953125,-43.35388946533203
-45.142799377441406,-43.327484130859375
-41.64289855957031,-43.30107498168945
-52.157691955566406,-41.38035583496094
-48.65779113769531,-41.353946685791016
-45.15789031982422,-41.32754135131836
-41.657989501953125,-41.30113220214844
-52.17278289794922,-39.38041305541992
-48.672882080078125,-39.35400390625
-45.17298126220703,-39.327598571777344
-41.67308044433594,-39.30118942260742
-52.18787384033203,-37.380470275878906
-48.68797302246094,-37.354061126708984
-45.188072204589844,-37.32765579223633
-41.68817138671875,-37.301246643066406
-52.202964782714844,-35.38052749633789
-48.70306396484375,-35.35411834716797
-45.203163146972656,-35.32771301269531
-41.70326232910156,-35.30130386352539
-52.218055725097656,-33.380584716796875
-48.71815490722656,-33.35417556762695
-45.21825408935547,-33.3277702331543
-41.718353271484375,-33.301361083984375
-52.23314666748047,-31.38064193725586
-48.733245849609375,-31.354232788085938
-45.23334503173828,-31.327823638916016
-41.73344421386719,-31.301414489746094
-52.24823760986328,-29.380699157714844
-48.74833679199219,-29.354290008544922
-45.248435974121094,-29.327880859375
-41.74853515625,-29.301471710205078
-52.263328552246094,-27.380756378173828
-48.763427734375,-27.354347229003906
-45.263526916503906,-27.327938079833984
-41.76362609863281,-27.301528930664062
-52.278419494628906,-25.380813598632812
-48.77851867675781,-25.35440444946289
-45.27861785888672,-25.32799530029297
-41.778717041015625,-25.301586151123047
-52.29351043701172,-23.380870819091797
-48.793609619140625,-23.354461669921875
-45.29370880126953,-23.328052520751953
-41.79380798339844,-23.30164337158203
-52.30860137939453,-21.38092613220215
-48.80870056152344,-21.354516983032227
-45.308799743652344,-21.328107833862305
-41.80889892578125,-21.301698684692383
-52.323692321777344,-19.380983352661133
-48.82379150390625,-19.35457420349121
-45.323890686035156,-19.32816505432129
-41.82398986816406,-19.301755905151367
-52.338783264160156,-17.381040573120117
-48.83888244628906,-17.354631423950195
-45.33898162841797,-17.328222274780273
-41.839080810546875,-17.30181312561035
57.403648376464844,28.34353256225586
57.41337203979492,24.84354591369629
57.43560028076172,16.843578338623047
57.44532775878906,13.343591690063477
59.40364074707031,28.349088668823242
59.41336441040039,24.849102020263672
59.43559265136719,16.84913444519043
59.44532012939453,13.34914779663086
61.40363311767578,28.354646682739258
61.41335678100586,24.854660034179688
61.435585021972656,16.854692459106445
61.4453125,13.354705810546875
63.40362548828125,28.36020278930664
63.41334915161133,24.86021614074707
63.435577392578125,16.860248565673828
63.44530487060547,13.360261917114258
65.40361022949219,28.365760803222656
